"lsoa11cd","CAUTH18NM","lsoa11nm","st_areasha","st_lengths","IMD_Rank","IMD_Decile","IMDScore","IMDRank0","IMDDec0","IncScore","IncRank","IncDec","EmpScore","EmpRank","EmpDec","EduScore","EduRank","EduDec","HDDScore","HDDRank","HDDDec","CriScore","CriRank","CriDec","BHSScore","BHSRank","BHSDec","EnvScore","EnvRank","EnvDec","IDCScore","IDCRank","IDCDec","IDOScore","IDORank","IDODec","CYPScore","CYPRank","CYPDec","ASScore","ASRank","ASDec","GBScore","GBRank","GBDec","WBScore","WBRank","WBDec","IndScore","IndRank","IndDec","OutScore","OutRank","OutDec","TotPop","DepChi","Pop16_59","Pop60.","WorkPop"
"E01006674","Liverpool City Region","Liverpool 039C",211387.2347615,2504.62725431566,196,1,72.003,196,1,0.511,26,1,0.336,194,1,49.337,3370,2,1.962,391,1,1.025,3338,2,27.297,8995,3,36.268,5697,2,0.494,357,1,0.75,28,1,0.68,6712,3,0.512,1695,1,0.071,14452,5,2.144,6500,2,0.566,8372,3,1.056,3766,2,2023,598,1153,272,1146.25
"E01006675","Liverpool City Region","Liverpool 043C",484656.405889,4022.45914593814,1625,1,53.824,1625,1,0.298,2258,1,0.229,1911,1,11.587,20345,7,2.062,289,1,1.014,3409,2,21.155,15320,5,61.181,581,1,0.464,569,1,0.399,1887,1,-0.274,20571,7,0.275,18820,6,-0.193,19129,6,1.504,8565,3,1.43,1346,1,1.087,3570,2,2029,178,1524,327,1562
"E01006676","Liverpool City Region","Liverpool 044D",148005.406923,2616.9769925831,515,1,65.053,515,1,0.466,99,1,0.3,456,1,50.764,3114,1,1.596,1141,1,0.778,5658,2,18.645,18304,6,35.793,5899,2,0.527,200,1,0.551,353,1,0.703,6473,2,0.519,1512,1,-0.811,28092,9,1.894,7243,3,0.731,6462,2,0.66,6851,3,1789,456,1080,253,1059
"E01006677","Liverpool City Region","Liverpool 043D",126520.218876,1697.98822256055,143,1,73.333,143,1,0.519,19,1,0.339,184,1,69.588,806,1,1.973,381,1,0.627,7360,3,18.251,18793,6,40.988,3949,2,0.504,298,1,0.591,237,1,1.337,1661,1,0.548,818,1,-0.636,26030,8,1.631,8129,3,0.846,5198,2,0.866,5115,2,1085,340,594,151,593.25
"E01006678","Liverpool City Region","Liverpool 044E",331648.9846495,2966.37043170911,1278,1,56.537,1278,1,0.373,675,1,0.268,900,1,41.85,4914,2,2.082,267,1,0.444,9846,3,15.567,22274,7,16.174,18262,6,0.404,1390,1,0.529,468,1,0.761,5845,2,0.446,4207,2,-1.238,31215,10,1.492,8608,3,-0.265,20600,7,0.387,9674,3,2204,393,1392,419,1410.75
"E01006679","Liverpool City Region","Liverpool 039D",346336.1069485,3550.15024065971,511,1,65.143,511,1,0.454,127,1,0.306,402,1,51.044,3056,1,1.76,736,1,0.793,5501,2,22.422,13830,5,23.395,12850,4,0.428,988,1,0.679,82,1,0.795,5547,2,0.51,1759,1,-0.582,25251,8,2.434,5706,2,-0.286,20913,7,1.116,3395,2,2575,728,1516,331,1476.5
"E01006680","Liverpool City Region","Liverpool 053B",444994.487474,3534.48963220245,23378,8,10.97,23378,8,0.059,23884,8,0.063,20813,7,6.226,25926,8,0.108,14392,5,-0.709,26312,9,5.799,31650,10,33.637,6876,3,0.024,31453,10,0.114,18026,6,-0.627,25608,8,0.227,24317,8,-0.359,21872,7,-3.031,29555,9,0.691,6884,3,0.525,8134,3,1604,276,882,446,891.5
"E01006681","Liverpool City Region","Liverpool 054D",349549.0480525,3858.58009559071,8168,3,29.696,8168,3,0.168,8975,3,0.171,4899,2,13.733,18383,6,1.137,3259,1,0.113,14924,5,10.404,28218,9,32.676,7371,3,0.155,13586,5,0.176,11769,4,-0.503,23947,8,0.324,13331,5,-0.478,23730,8,-0.546,18115,6,0.584,8136,3,0.683,6647,3,1549,232,907,410,924.5
"E01006682","Liverpool City Region","Liverpool 053C",218561.238418,2399.52751471338,26062,8,8.792,26062,8,0.034,30015,10,0.057,22352,7,3.163,29547,9,0.341,11089,4,-1.103,29867,10,3.139,32579,10,28.371,9740,3,0.031,30601,10,0.063,26567,9,-1.232,30859,10,0.207,26448,9,-0.626,25880,8,-4.088,31601,10,0.48,9469,3,0.456,8862,3,1294,245,700,349,692.25
"E01006683","Liverpool City Region","Liverpool 053D",258639.750318,2666.50783607218,22111,7,12.055,22111,7,0.057,24456,8,0.072,18211,6,4.358,28087,9,0.393,10436,4,-0.684,26042,8,4.06,32349,10,32.499,7466,3,0.041,28917,9,0.069,25428,8,-1.301,31187,10,0.234,23544,8,-0.585,25315,8,-3.124,29785,10,0.655,7257,3,0.484,8564,3,1514,273,851,390,865.75
"E01006684","Liverpool City Region","Liverpool 056B",626973.745249,4260.85794838514,25216,8,9.437,25216,8,0.049,26371,9,0.051,24353,8,2.906,29849,10,-0.019,16290,5,0.031,16216,5,18.826,18088,6,20.204,15123,5,0.054,26718,9,0.084,22669,7,-0.803,27659,9,0.159,30186,10,0.516,7793,3,-1.984,25768,8,0.192,13419,5,0.118,13343,5,2291,353,1371,567,1382.25
"E01006685","Liverpool City Region","Liverpool 056C",290142.741793,3557.43041702773,17486,6,16.482,17486,6,0.08,19549,6,0.091,14082,5,4.39,28049,9,0.556,8441,3,-0.168,19168,6,6.204,31429,10,37.024,5379,2,0.074,23320,8,0.104,19478,6,-0.88,28383,9,0.214,25803,8,-0.529,24495,8,-1.918,25470,8,0.842,5225,2,0.464,8780,3,1510,226,811,473,836.25
"E01006686","Liverpool City Region","Liverpool 053E",195076.0530205,2314.69196847358,21518,7,12.584,21518,7,0.059,23938,8,0.072,18135,6,7.614,24356,8,0.316,11406,4,-0.496,23720,8,2.827,32629,10,32.826,7279,3,0.047,27810,9,0.092,21313,7,-0.685,26327,9,0.257,20913,7,-0.916,29111,9,-2.809,28883,9,0.64,7451,3,0.561,7769,3,1391,212,761,418,775.75
"E01006687","Liverpool City Region","Liverpool 056D",853105.733784,5403.2951367092,14413,5,19.924,14413,5,0.116,14180,5,0.106,11626,4,2.557,30265,10,0.782,6078,2,0.142,14455,5,24.072,12060,4,16.607,17896,6,0.108,18424,6,0.187,10983,4,-1.213,30770,10,0.19,27984,9,0.661,6226,2,-0.891,20081,7,0.025,16048,5,0.011,15123,5,2450,510,1420,520,1490
"E01006688","Liverpool City Region","Liverpool 056E",249345.6344435,3011.54846622461,11454,4,23.87,11454,4,0.133,12255,4,0.127,8890,3,10.726,21153,7,0.737,6507,2,-0.031,17145,6,8.126,30229,10,42.398,3556,2,0.141,14862,5,0.144,14743,5,-0.191,19259,6,0.25,21699,7,-0.582,25266,8,-1.015,20827,7,1.025,3689,2,0.521,8184,3,1646,291,975,380,980.25
"E01006689","Liverpool City Region","Liverpool 049D",427444.554131,2781.81883742903,21926,7,12.219,21926,7,0.08,19515,6,0.068,19203,6,2.745,30036,10,-0.287,20454,7,-0.432,22865,7,12.677,25796,8,37.768,5078,2,0.08,22367,7,0.145,14598,5,-1.154,30436,10,0.192,27825,9,0.192,12370,4,-2.638,28298,9,0.838,5279,2,0.561,7771,3,1644,309,966,369,979.5
"E01006690","Liverpool City Region","Liverpool 028A",800018.723313,4977.33586955999,796,1,61.379,796,1,0.334,1346,1,0.257,1121,1,45.035,4164,2,1.828,595,1,1.357,1515,1,17.188,20203,7,53.827,1327,1,0.419,1123,1,0.38,2295,1,0.898,4563,2,0.451,3988,2,-0.916,29103,9,1.673,7981,3,1.218,2333,1,1.039,3882,2,1613,245,1127,241,1146.5
"E01006691","Liverpool City Region","Liverpool 030A",187178.4232095,2301.10523716711,299,1,69.234,299,1,0.374,669,1,0.221,2221,1,70.02,777,1,1.868,525,1,1.65,678,1,15.767,21984,7,72.717,57,1,0.428,994,1,0.408,1723,1,1.839,281,1,0.471,3106,1,-1.995,32759,10,1.658,8039,3,1.824,421,1,1.109,3442,2,1511,336,985,190,990
"E01006692","Liverpool City Region","Liverpool 028B",537817.5701625,4598.51371235491,1505,1,54.694,1505,1,0.328,1486,1,0.238,1656,1,39.364,5535,2,1.587,1166,1,0.47,9475,3,21.503,14899,5,55.543,1115,1,0.363,2269,1,0.387,2157,1,0.757,5878,2,0.424,5296,2,0.069,14468,5,0.881,11027,4,1.374,1571,1,0.739,6143,2,2333,479,1470,384,1443.25
"E01006693","Liverpool City Region","Liverpool 024D",310298.0284315,2653.60168152706,565,1,64.417,565,1,0.369,734,1,0.306,398,1,47.548,3652,2,2.046,301,1,1.301,1751,1,14.854,23231,8,32.008,7705,3,0.345,2757,1,0.42,1511,1,0.184,13138,5,0.545,877,1,-0.797,27945,9,1.056,10294,4,0.496,9254,3,0.804,5612,2,1601,200,857,544,902.75
"E01006694","Liverpool City Region","Liverpool 030B",130987.351367,2189.12024739441,785,1,61.515,785,1,0.355,939,1,0.253,1213,1,50.589,3149,1,1.301,2343,1,1.039,3227,1,16.027,21635,7,76.535,24,1,0.406,1352,1,0.312,4202,2,1.117,2919,1,0.459,3634,2,-1.129,30665,10,1.551,8407,3,2.109,138,1,0.9,4856,2,1946,428,1255,263,1280.5
"E01006695","Liverpool City Region","Liverpool 028C",162143.578557,1980.66932698841,105,1,74.929,105,1,0.417,268,1,0.372,76,1,39.851,5398,2,2.401,99,1,1.863,338,1,17.447,19862,7,51.17,1716,1,0.338,2968,1,0.434,1303,1,0.87,4806,2,0.41,6182,2,-0.648,26219,8,1.47,8684,3,1.102,3106,1,1.135,3293,2,1863,287,1361,215,1396.5
"E01006696","Liverpool City Region","Liverpool 030C",210790.8341095,2430.46804288849,1390,1,55.683,1390,1,0.32,1674,1,0.209,2719,1,41.794,4932,2,1.702,862,1,1.467,1156,1,15.227,22713,7,52.968,1450,1,0.297,4536,2,0.48,788,1,0.523,8562,3,0.479,2822,1,-0.882,28785,9,1.216,9653,3,1.251,2140,1,0.861,5145,2,1958,429,1223,306,1252.25
"E01006697","Liverpool City Region","Liverpool 030D",126571.909237,2275.65847382978,710,1,62.436,710,1,0.333,1368,1,0.21,2696,1,56.458,2187,1,1.634,1032,1,1.733,508,1,16.142,21489,7,71.449,74,1,0.342,2870,1,0.331,3571,2,1.382,1455,1,0.452,3905,2,-0.902,28969,9,1.438,8824,3,1.83,411,1,0.983,4248,2,1904,404,1225,275,1259.25
"E01006698","Liverpool City Region","Liverpool 012D",135404.4822025,2352.86599672121,1017,1,58.973,1017,1,0.323,1581,1,0.235,1736,1,41.325,5039,2,1.845,563,1,1.123,2655,1,7.55,30642,10,67.034,178,1,0.456,635,1,0.247,7089,3,0.572,7956,3,0.469,3202,1,-1.438,31961,10,-0.39,17299,6,1.559,933,1,1.24,2736,1,1730,398,1042,290,1025.25
"E01006699","Liverpool City Region","Liverpool 014A",196557.6413805,2371.37662293886,325,1,68.487,325,1,0.384,550,1,0.324,255,1,63.234,1369,1,2.73,31,1,0.646,7126,3,12.154,26397,9,39.804,4330,2,0.415,1184,1,0.414,1612,1,0.729,6162,2,0.593,258,1,-0.949,29411,9,0.566,12466,4,0.747,6273,2,1,4132,2,1687,322,1050,315,1062.75
"E01006700","Liverpool City Region","Liverpool 012E",146973.3828755,2915.77931733566,276,1,70.028,276,1,0.374,667,1,0.293,525,1,44.135,4376,2,2.145,225,1,1.4,1356,1,10.99,27648,9,75.649,30,1,0.451,682,1,0.389,2097,1,0.286,11638,4,0.517,1547,1,-0.99,29724,10,0.304,13691,5,1.787,469,1,1.411,1937,1,1473,303,855,315,859.25
"E01006701","Liverpool City Region","Liverpool 014B",250448.0914455,3399.1723093918,1276,1,56.553,1276,1,0.285,2715,1,0.252,1233,1,36.399,6330,2,1.801,654,1,1.547,933,1,12.604,25884,8,51.521,1663,1,0.329,3306,2,0.274,5776,2,0.063,15027,5,0.485,2594,1,-0.758,27512,9,0.49,12814,4,1.094,3154,1,1.183,3032,1,1474,265,864,345,890.75
"E01006702","Liverpool City Region","Liverpool 014C",195440.760333,2423.66136216934,158,1,72.822,158,1,0.426,218,1,0.319,302,1,76.443,435,1,1.979,374,1,0.944,3991,2,12.609,25876,8,45.223,2842,1,0.578,67,1,0.398,1913,1,1.581,794,1,0.552,745,1,-0.876,28726,9,0.618,12257,4,1.107,3073,1,0.558,7809,3,1502,275,899,328,886
"E01006703","Liverpool City Region","Liverpool 014D",255076.7019775,3471.99951842525,165,1,72.673,165,1,0.401,388,1,0.357,116,1,63.145,1379,1,2.471,77,1,1.442,1224,1,15.975,21707,7,31.099,8200,3,0.445,758,1,0.409,1704,1,0.842,5063,2,0.576,402,1,-0.409,22675,7,0.773,11517,4,0.078,15240,5,1.363,2168,1,1655,255,949,451,971.5
"E01006705","Liverpool City Region","Liverpool 009E",133997.099738,2261.59187032566,676,1,62.816,676,1,0.342,1160,1,0.265,968,1,35.456,6619,3,1.568,1241,1,1.613,764,1,10.076,28526,9,75.057,33,1,0.476,463,1,0.222,8557,3,0.427,9721,3,0.438,4568,2,-1.263,31337,10,0.222,14083,5,1.671,661,1,1.601,1306,1,1457,276,938,243,946.5
"E01006706","Liverpool City Region","Liverpool 045A",584798.122316,4158.15506999837,343,1,68.114,343,1,0.402,381,1,0.323,273,1,77.773,375,1,2.164,211,1,0.007,16570,6,26.123,10063,4,15.767,18616,6,0.458,621,1,0.428,1389,1,1.396,1390,1,0.591,274,1,0.246,11569,4,1.36,9089,3,-0.157,18959,6,0.202,12105,4,1296,248,725,323,707.75
"E01006707","Liverpool City Region","Liverpool 045B",633390.9198285,5167.68904615719,860,1,60.669,860,1,0.363,819,1,0.294,515,1,72.068,649,1,1.696,877,1,0.172,13959,5,21.296,15144,5,15.002,19201,6,0.409,1296,1,0.426,1420,1,1.361,1549,1,0.559,633,1,-0.011,15876,5,1.07,10228,4,-0.442,23111,8,0.445,8965,3,1330,256,707,367,702
"E01006708","Liverpool City Region","Liverpool 045C",1183784.133547,9098.54076188737,2573,1,47.487,2573,1,0.289,2541,1,0.222,2189,1,48.465,3518,2,1.754,755,1,0.352,11141,4,19.747,16952,6,15.881,18525,6,0.293,4695,2,0.399,1883,1,1.268,1990,1,0.407,6335,2,0.198,12289,4,0.001,15204,5,-0.452,23253,8,0.554,7848,3,1831,400,1029,402,1028
"E01006709","Liverpool City Region","Liverpool 040A",241283.5805395,2673.1283341759,2753,1,46.497,2753,1,0.289,2547,1,0.223,2162,1,44.82,4204,2,1.819,619,1,-0.115,18355,6,14.757,23343,8,23.661,12661,4,0.329,3278,1,0.381,2268,1,0.909,4469,2,0.447,4158,2,-0.436,23071,8,0.534,12628,4,0.387,10705,4,0.131,13143,5,1455,228,874,353,900
"E01006710","Liverpool City Region","Liverpool 045D",231137.4499355,2635.43099858916,4472,2,39.34,4472,2,0.23,4978,2,0.186,3964,2,37.932,5927,2,0.946,4643,2,-0.664,25809,8,29.808,7100,3,44.156,3111,1,0.322,3560,2,0.213,9098,3,0.633,7238,3,0.432,4905,2,0.896,4146,2,-0.466,17688,6,1.197,2472,1,0.116,13369,5,1491,302,847,342,845.25
"E01006711","Liverpool City Region","Liverpool 027A",626700.866069,4850.703155071,901,1,60.219,901,1,0.299,2212,1,0.276,770,1,27.2,9734,3,2.18,201,1,0.987,3633,2,9.263,29286,9,76.108,27,1,0.271,5774,2,0.406,1758,1,0.244,12253,4,0.386,7771,3,-1.191,30988,10,-0.023,15319,5,1.959,252,1,1.108,3445,2,1482,296,958,228,958.5
"E01006712","Liverpool City Region","Liverpool 029D",114841.823179,2477.35920843315,4172,2,40.337,4172,2,0.213,5943,2,0.166,5238,2,24.628,11033,4,1.41,1834,1,0.305,11857,4,5.717,31695,10,68.855,124,1,0.27,5840,2,0.293,4967,2,0.133,13949,5,0.375,8616,3,-0.655,26301,9,-1.774,24765,8,1.791,466,1,0.836,5350,2,1369,305,787,277,798.25
"E01006713","Liverpool City Region","Liverpool 029E",98608.2125705,1699.85553486423,4884,2,37.962,4884,2,0.195,6962,3,0.163,5488,2,23.471,11629,4,1.063,3780,2,0.41,10293,4,9.487,29091,9,71.773,68,1,0.212,9283,3,0.203,9720,3,-0.034,16656,6,0.383,7989,3,-0.218,19548,6,-1.587,23860,8,1.827,415,1,1.017,4012,2,1335,286,764,285,777.5
"E01006716","Liverpool City Region","Liverpool 032E",278614.608809,2394.3331078025,2338,1,48.926,2338,1,0.292,2450,1,0.212,2637,1,41.891,4906,2,1.455,1642,1,0.259,12585,4,14.1,24112,8,58.006,856,1,0.316,3742,2,0.362,2732,1,0.756,5888,2,0.447,4159,2,-0.309,21044,7,0.098,14701,5,1.309,1845,1,1.143,3258,1,1583,326,954,303,960
"E01006717","Liverpool City Region","Liverpool 027D",155477.9579005,2328.96665238173,7831,3,30.417,7831,3,0.162,9436,3,0.138,7664,3,15.511,16973,6,0.795,5952,2,0.902,4362,2,7.904,30401,10,47.831,2285,1,0.231,8033,3,0.16,13187,5,-0.325,21342,7,0.33,12770,4,-0.249,20065,7,-2.215,26740,9,1.141,2824,1,0.715,6365,2,1360,223,840,297,838.25
"E01006718","Liverpool City Region","Liverpool 027E",154272.856445,2337.24059901261,4032,2,40.793,4032,2,0.242,4394,2,0.182,4150,2,27.103,9773,3,1.018,4108,2,0.319,11651,4,5.688,31712,10,66.405,215,1,0.323,3479,2,0.261,6358,2,0.453,9386,3,0.356,10256,4,-0.97,29575,10,-1.241,22073,7,1.583,861,1,1.115,3401,2,1612,294,956,362,945.75
"E01006719","Liverpool City Region","Liverpool 027F",178621.763596,2170.42273709164,7677,3,30.738,7677,3,0.173,8568,3,0.134,8107,3,21.063,13095,4,0.801,5893,2,0.239,12891,4,5.142,31976,10,58.048,854,1,0.197,10258,4,0.254,6736,3,0.024,15674,5,0.352,10583,4,-1.338,31634,10,-1.173,21651,7,1.407,1436,1,0.877,5022,2,1518,308,920,290,917
"E01006720","Liverpool City Region","Liverpool 035A",535111.83205,4518.38893069166,764,1,61.756,764,1,0.351,1009,1,0.206,2869,1,65.635,1124,1,1.631,1040,1,1.581,842,1,17.897,19270,6,53.42,1377,1,0.522,222,1,0.455,1027,1,1.865,256,1,0.431,4936,2,-0.937,29300,9,1.835,7426,3,1.122,2962,1,1.272,2587,1,1859,359,1324,176,1323
"E01006721","Liverpool City Region","Liverpool 038C",196149.0646905,3838.87078713507,644,1,63.285,644,1,0.398,407,1,0.268,905,1,45.386,4083,2,1.774,708,1,0.95,3926,2,15.923,21780,7,50.032,1910,1,0.645,22,1,0.406,1748,1,1.275,1960,1,0.376,8523,3,-0.717,27033,9,1.212,9667,3,1.169,2642,1,0.843,5292,2,1677,268,1147,262,1169.5
"E01006722","Liverpool City Region","Liverpool 038D",102648.132126,1676.06738443879,5768,2,35.357,5768,2,0.174,8461,3,0.091,14092,5,32.883,7476,3,1.31,2291,1,0.777,5664,2,14.4,23761,8,62.277,486,1,0.411,1267,1,0.324,3800,2,0.947,4158,2,0.324,13401,5,-1.36,31716,10,1.276,9417,3,1.56,930,1,0.821,5484,2,1948,233,1573,142,1554.25
"E01006723","Liverpool City Region","Liverpool 038E",123876.2525895,2387.89062734,4164,2,40.356,4164,2,0.21,6065,2,0.128,8764,3,31.544,7971,3,1.347,2109,1,0.843,4958,2,14.043,24180,8,66.409,214,1,0.453,661,1,0.378,2340,1,1.012,3659,2,0.291,17005,6,-1.226,31156,10,1.149,9908,4,1.646,717,1,0.96,4421,2,1771,191,1359,221,1364.25
"E01006724","Liverpool City Region","Liverpool 038F",282325.154859,2894.74653349863,13760,5,20.722,13760,5,0.075,20582,7,0.052,24148,8,18.304,14916,5,0.385,10533,4,0.669,6864,3,15.862,21850,7,57.151,943,1,0.164,12832,4,0.162,12928,4,0.405,10011,4,0.255,21161,7,-0.716,27029,9,1.196,9722,3,1.401,1453,1,0.807,5589,2,1904,146,1577,181,1582.75
"E01006725","Liverpool City Region","Liverpool 035B",261279.4654375,2866.48392211053,3938,2,41.134,3938,2,0.256,3776,2,0.183,4123,2,34.552,6926,3,1.388,1930,1,0.023,16330,5,13.331,25022,8,46.712,2507,1,0.328,3314,2,0.33,3606,2,0.893,4609,2,0.353,10462,4,-0.551,24797,8,0.374,13340,5,1.175,2602,1,0.478,8627,3,1647,314,1042,291,1052.75
"E01006726","Liverpool City Region","Liverpool 035C",91339.180641,1898.31125621532,2881,1,45.831,2881,1,0.244,4311,2,0.158,5855,2,32.544,7602,3,1.319,2246,1,1.077,2952,1,19.286,17529,6,67.989,148,1,0.427,995,1,0.314,4123,2,0.73,6151,2,0.364,9501,3,-0.312,21093,7,1.332,9187,3,1.689,622,1,0.981,4263,2,1682,294,1200,188,1192.5
"E01006727","Liverpool City Region","Liverpool 035D",96889.755736,1362.06132267018,5608,2,35.802,5608,2,0.161,9515,3,0.13,8475,3,26.145,10238,4,0.927,4807,2,0.785,5579,2,16.771,20720,7,69.957,108,1,0.239,7555,3,0.193,10480,4,0.59,7743,3,0.323,13519,5,-0.068,16872,6,0.14,14457,5,1.879,343,1,0.722,6297,2,1430,253,923,254,938.75
"E01006728","Liverpool City Region","Liverpool 035E",109216.1645965,1526.99892564693,460,1,66.041,460,1,0.365,793,1,0.247,1370,1,56.185,2224,1,2.099,254,1,0.783,5602,2,19.255,17563,6,71.336,75,1,0.455,646,1,0.533,442,1,1.329,1698,1,0.462,3502,2,-0.469,23575,8,1.604,8216,3,1.845,392,1,0.945,4539,2,1675,329,1144,202,1149.5
"E01006729","Liverpool City Region","Liverpool 008C",169242.2572895,2445.28877500026,1028,1,58.862,1028,1,0.352,993,1,0.27,877,1,57.037,2096,1,1.61,1098,1,0.394,10538,4,15.095,22875,7,46.074,2659,1,0.399,1481,1,0.36,2774,1,1.011,3666,2,0.52,1467,1,-0.459,23426,8,0.659,12061,4,1.063,3381,2,0.78,5800,2,1367,368,761,238,744.25
"E01006730","Liverpool City Region","Liverpool 011C",231093.5423595,2542.10660701435,1204,1,57.15,1204,1,0.314,1828,1,0.29,571,1,53.024,2724,1,1.572,1226,1,0.592,7843,3,14.018,24209,8,44.433,3038,1,0.281,5287,2,0.414,1608,1,0.599,7640,3,0.542,935,1,-0.466,23532,8,0.401,13227,5,0.889,4820,2,1.075,3636,2,1366,293,804,269,800.75
"E01006731","Liverpool City Region","Liverpool 011D",172156.335026,2631.52525078985,798,1,61.352,798,1,0.332,1387,1,0.286,620,1,64.067,1279,1,1.887,486,1,0.883,4554,2,11.446,27181,9,35.981,5815,2,0.335,3093,1,0.42,1497,1,1.422,1294,1,0.502,2016,1,-0.741,27314,9,0.172,14321,5,0.631,7572,3,0.902,4840,2,1147,266,647,234,666.5
"E01006732","Liverpool City Region","Liverpool 011E",185061.8238125,2635.06528705356,469,1,65.932,469,1,0.413,298,1,0.291,545,1,56.223,2220,1,1.737,785,1,1.029,3306,2,19.964,16695,6,36.377,5636,2,0.491,376,1,0.454,1039,1,0.838,5101,2,0.535,1078,1,-0.074,16959,6,0.94,10791,4,0.452,9836,3,1.269,2611,1,1734,516,958,260,926.25
"E01006734","Liverpool City Region","Liverpool 005C",166984.8299255,2029.29705621791,809,1,61.281,809,1,0.38,596,1,0.282,660,1,44.935,4181,2,2.152,221,1,0.684,6686,3,12.4,26129,8,35.041,6224,2,0.442,797,1,0.488,737,1,0.739,6069,2,0.475,2994,1,-0.793,27888,9,0.474,12872,4,0.799,5687,2,0.379,9765,3,1312,298,758,256,755.25
"E01006735","Liverpool City Region","Liverpool 005D",180997.7597345,2806.5289729609,301,1,69.181,301,1,0.414,290,1,0.323,265,1,59.931,1741,1,2.216,180,1,0.67,6854,3,17.532,19750,7,39.393,4466,2,0.538,156,1,0.461,966,1,0.913,4435,2,0.548,812,1,-0.105,17501,6,0.443,13015,4,0.805,5632,2,0.824,5455,2,1308,281,773,254,766.75
"E01006736","Liverpool City Region","Liverpool 005E",272774.339594,2767.30003861445,2419,1,48.444,2419,1,0.298,2260,1,0.217,2414,1,46.015,3943,2,1.344,2126,1,0.901,4383,2,16.057,21595,7,34.787,6335,2,0.405,1369,1,0.344,3186,1,0.406,10008,4,0.519,1511,1,-0.06,16730,6,-0.067,15542,5,0.587,8087,3,0.879,5006,2,1496,303,929,264,922.25
"E01006737","Liverpool City Region","Liverpool 005F",178465.8050765,2542.76295286863,1599,1,53.978,1599,1,0.306,2033,1,0.249,1322,1,47.688,3634,2,2.216,181,1,0.338,11347,4,17.627,19622,6,32.026,7689,3,0.32,3613,2,0.405,1762,1,0.625,7348,3,0.508,1822,1,0.014,15425,5,0.107,14650,5,0.602,7921,3,0.572,7675,3,1391,294,822,275,821
"E01006738","Liverpool City Region","Liverpool 058A",158696.549475,2214.54055114445,1280,1,56.53,1280,1,0.333,1364,1,0.251,1279,1,59.083,1839,1,1.517,1400,1,0.169,14003,5,17.167,20228,7,51.358,1683,1,0.444,766,1,0.33,3599,2,0.905,4509,2,0.545,887,1,-0.223,19635,6,0.68,11973,4,1.417,1402,1,0.134,13106,4,1476,312,864,300,854.75
"E01006739","Liverpool City Region","Liverpool 058B",5435378.9108465,16626.0319750045,1187,1,57.27,1187,1,0.362,835,1,0.267,915,1,60.39,1697,1,1.971,383,1,-0.039,17279,6,13.3,25053,8,21.445,14227,5,0.459,613,1,0.414,1607,1,0.985,3877,2,0.543,918,1,-1.171,30885,10,0.966,10693,4,0.506,9115,3,-0.552,24229,8,1867,443,1085,339,1103
"E01006740","Liverpool City Region","Liverpool 057A",919024.941159,5327.34056610693,1359,1,55.951,1359,1,0.329,1464,1,0.231,1861,1,64.787,1210,1,1.29,2402,1,1.174,2386,1,18.27,18770,6,37.5,5172,2,0.371,2048,1,0.458,998,1,1.131,2825,1,0.55,787,1,-0.264,20305,7,1.018,10474,4,0.926,4456,2,0.267,11165,4,1556,339,946,271,947.75
"E01006741","Liverpool City Region","Liverpool 058C",1573204.321814,8782.29333908367,1506,1,54.692,1506,1,0.314,1816,1,0.261,1031,1,60.983,1632,1,1.763,728,1,-0.127,18543,6,11.303,27311,9,38.187,4926,2,0.337,2999,1,0.37,2553,1,0.946,4173,2,0.551,768,1,-1.254,31298,10,0.534,12630,4,0.997,3892,2,0.133,13120,4,1783,377,1061,345,1068
"E01006742","Liverpool City Region","Liverpool 057B",318706.412704,4102.24444520616,3553,2,42.642,3553,2,0.238,4602,2,0.171,4924,2,35.02,6755,3,1.393,1916,1,0.871,4677,2,11.342,27277,9,52.073,1570,1,0.274,5637,2,0.337,3403,2,0.816,5314,2,0.374,8744,3,-0.249,20072,7,-0.828,19713,7,1.203,2426,1,0.932,4643,2,1366,264,808,294,829.5
"E01006743","Liverpool City Region","Liverpool 058D",1734446.227919,7689.84928208721,7096,3,31.969,7096,3,0.194,7046,3,0.149,6676,3,37.056,6183,2,0.845,5494,2,0.006,16577,6,14.494,23671,8,37.123,5334,2,0.228,8184,3,0.259,6450,2,0.781,5661,2,0.4,6818,3,-0.278,20537,7,0.126,14544,5,0.926,4455,2,0.227,11755,4,2169,405,1411,353,1416.25
"E01006744","Liverpool City Region","Liverpool 057C",144263.2678865,2259.65433347755,5324,2,36.651,5324,2,0.196,6894,3,0.146,6920,3,34.86,6813,3,1.132,3293,2,0.188,13705,5,11.804,26773,9,59.633,717,1,0.277,5469,2,0.321,3907,2,0.986,3872,2,0.337,11991,4,-0.359,21874,7,-0.401,17357,6,1.562,922,1,0.537,8018,3,1517,279,973,265,980
"E01006745","Liverpool City Region","Liverpool 057D",388288.770467,4560.52392545697,2874,1,45.859,2874,1,0.228,5080,2,0.186,3917,2,38.878,5668,2,1.432,1733,1,0.795,5473,2,15.047,22951,7,62.961,435,1,0.261,6257,2,0.257,6549,2,1.099,3037,1,0.353,10438,4,-0.784,27791,9,1.081,10173,4,1.588,849,1,0.795,5686,2,1921,380,1259,282,1269.25
