"lsoa11cd","CAUTH18NM","lsoa11nm","st_areasha","st_lengths","IMD_Rank","IMD_Decile","IMDScore","IMDRank0","IMDDec0","IncScore","IncRank","IncDec","EmpScore","EmpRank","EmpDec","EduScore","EduRank","EduDec","HDDScore","HDDRank","HDDDec","CriScore","CriRank","CriDec","BHSScore","BHSRank","BHSDec","EnvScore","EnvRank","EnvDec","IDCScore","IDCRank","IDCDec","IDOScore","IDORank","IDODec","CYPScore","CYPRank","CYPDec","ASScore","ASRank","ASDec","GBScore","GBRank","GBDec","WBScore","WBRank","WBDec","IndScore","IndRank","IndDec","OutScore","OutRank","OutDec","TotPop","DepChi","Pop16_59","Pop60.","WorkPop"
"E01006874","Liverpool City Region","St. Helens 014E",570404.0706215,4601.6931807007,27,1,81,27,1,0.513,24,1,0.411,27,1,85.738,130,1,2.53,63,1,1.945,255,1,14.743,23354,8,21.676,14061,5,0.631,26,1,0.486,751,1,1.934,195,1,0.561,596,1,-0.666,26413,9,0.882,11016,4,0.317,11655,4,0.048,14499,5,1240,258,725,257,757.25
"E01006875","Liverpool City Region","St. Helens 017C",496780.7620805,4185.63801630289,1421,1,55.342,1421,1,0.311,1907,1,0.245,1438,1,66.697,1020,1,1.588,1163,1,0.881,4578,2,21.403,15011,5,22.207,13716,5,0.379,1894,1,0.279,5519,2,1.187,2465,1,0.553,729,1,0.309,10636,4,0.012,15130,5,0.418,10282,4,-0.117,17300,6,1295,295,766,234,762.5
"E01006876","Liverpool City Region","St. Helens 016D",219710.5983535,2239.73842137577,4840,2,38.103,4840,2,0.189,7411,3,0.18,4273,2,18.192,15008,5,1.313,2273,1,0.796,5465,2,7.504,30675,10,54.994,1187,1,0.288,4937,2,0.166,12657,4,0.105,14373,5,0.309,14947,5,-0.777,27723,9,-0.886,20050,7,1.427,1360,1,0.502,8394,3,1406,222,850,334,875.75
"E01006877","Liverpool City Region","St. Helens 012C",429563.2525485,4433.98985624944,503,1,65.324,503,1,0.329,1444,1,0.351,137,1,38.428,5790,2,2.568,53,1,1.572,869,1,11.588,27031,9,36.466,5600,2,0.382,1808,1,0.261,6352,2,0.647,7086,3,0.434,4783,2,-1.199,31027,10,0.577,12420,4,0.833,5341,2,0.436,9081,3,1412,156,833,423,849.75
"E01006878","Liverpool City Region","St. Helens 016E",178916.7216385,2696.93090490593,9412,3,27.301,9412,3,0.157,9844,3,0.148,6713,3,22.213,12408,4,0.649,7398,3,0.121,14787,5,7.026,30956,10,38.815,4682,2,0.2,10059,4,0.187,10927,4,0.357,10666,4,0.318,14032,5,-0.95,29423,9,-0.827,19704,6,1.03,3656,2,0.107,13537,5,1370,217,800,353,809.5
"E01006879","Liverpool City Region","St. Helens 016F",253524.4879515,2901.83554049435,3907,2,41.28,3907,2,0.241,4435,2,0.219,2327,1,32.507,7614,3,1.498,1483,1,0.162,14130,5,19.224,17593,6,24.425,12143,4,0.265,6087,2,0.229,8117,3,0.628,7298,3,0.382,8054,3,0.217,12024,4,-0.207,16280,5,0.436,10035,4,0.111,13479,5,1434,310,902,222,871
"E01006880","Liverpool City Region","St. Helens 012D",138561.243001,2371.13055355925,176,1,72.419,176,1,0.413,299,1,0.377,62,1,64.398,1246,1,2.484,76,1,0.981,3671,2,14.328,23848,8,34.691,6380,2,0.364,2239,1,0.447,1124,1,1.54,917,1,0.484,2612,1,-0.502,24102,8,0.548,12555,4,0.736,6426,2,0.532,8065,3,1407,266,850,291,867
"E01006881","Liverpool City Region","St. Helens 012E",213348.8049245,3021.14420979464,1005,1,59.045,1005,1,0.379,613,1,0.283,657,1,48.993,3428,2,1.614,1086,1,0.956,3872,2,12.708,25751,8,25.893,11229,4,0.541,147,1,0.331,3556,2,1.156,2656,1,0.437,4637,2,-0.785,27805,9,0.547,12558,4,0.62,7702,3,-0.197,18592,6,1568,285,945,338,974.5
"E01006882","Liverpool City Region","St. Helens 001A",731387.6058675,7739.72426992707,26288,9,8.611,26288,9,0.036,29611,10,0.075,17386,6,2.242,30608,10,0.505,9030,3,-0.882,28074,9,7.698,30534,10,5.046,29281,9,0.019,32049,10,0.05,29191,9,-1.195,30676,10,0.179,28861,9,-0.121,17815,6,-3.503,30644,10,-0.765,27002,9,-0.6,24920,8,1165,165,530,470,521.25
"E01006883","Liverpool City Region","St. Helens 001B",9538346.317479,21864.863579598,20204,7,13.753,20204,7,0.07,21445,7,0.091,14171,5,5.999,26163,8,0.394,10415,4,-0.011,16856,6,6.056,31506,10,20.463,14929,5,0.071,23827,8,0.074,24487,8,-0.444,23117,8,0.196,27479,9,-0.279,20552,7,-3.554,30738,10,0.413,10350,4,-0.371,21547,7,1320,189,607,524,626.75
"E01006884","Liverpool City Region","St. Helens 001C",675540.1029925,6484.77342979237,19537,6,14.403,19537,6,0.097,16702,6,0.101,12369,4,5.796,26394,9,0.478,9362,3,-0.551,24467,8,6.808,31082,10,11.706,22264,7,0.1,19409,6,0.111,18549,6,-0.776,27363,9,0.233,23637,8,-0.249,20056,7,-2.997,29472,9,-0.059,17390,6,-0.591,24771,8,1368,200,679,489,697.5
"E01006885","Liverpool City Region","St. Helens 001D",11964315.130026,21018.6612822548,21102,7,12.947,21102,7,0.052,25700,8,0.057,22494,7,6.801,25251,8,0.223,12735,4,-0.761,26914,9,35.504,3854,2,16.651,17868,6,0.053,26786,9,0.074,24452,8,-0.376,22083,7,0.204,26794,9,1.609,1137,1,-4.261,31821,10,0.237,12766,4,-0.513,23683,8,1235,161,592,482,608.5
"E01006886","Liverpool City Region","St. Helens 001E",2695340.049962,9631.4395759262,24168,8,10.277,24168,8,0.055,24928,8,0.068,19430,6,8.582,23330,8,0.157,13649,5,-1.045,29452,9,16.518,21015,7,17.012,17578,6,0.043,28630,9,0.063,26585,9,-0.384,22224,7,0.241,22745,7,0.48,8242,3,-3.179,29932,10,0.338,11391,4,-0.873,28236,9,1272,158,623,491,642
"E01006887","Liverpool City Region","St. Helens 001F",1129255.710312,7643.98091035496,13050,4,21.639,13050,4,0.121,13525,5,0.13,8514,3,15.281,17143,6,0.94,4682,2,-0.432,22856,7,16.246,21359,7,12.327,21678,7,0.13,16016,5,0.131,16107,5,-0.022,16454,6,0.291,16935,6,0.261,11337,4,-1.315,22482,7,0.012,16254,5,-0.693,26086,8,1376,214,705,457,713.75
"E01006888","Liverpool City Region","St. Helens 023A",319373.9996615,3535.91277732663,23963,8,10.435,23963,8,0.059,23895,8,0.077,17103,6,2.93,29814,10,0.533,8707,3,-0.728,26545,9,4.238,32303,10,10.521,23517,8,0.036,29782,10,0.052,28716,9,-1.243,30919,10,0.202,26946,9,-0.463,23487,8,-4.083,31595,10,-0.453,23266,8,-0.056,16205,5,1179,192,523,464,539.75
"E01006889","Liverpool City Region","St. Helens 023B",2240785.1788775,9361.03734679746,25869,8,8.934,25869,8,0.04,28494,9,0.059,21916,7,3.121,29594,10,0.415,10126,4,-0.737,26657,9,14.462,23702,8,15.078,19128,6,0.038,29305,9,0.055,28199,9,-1.04,29684,10,0.195,27600,9,0.364,9817,3,-3.322,30296,10,-0.532,24306,8,0.539,7996,3,1396,229,745,422,750.25
"E01006890","Liverpool City Region","St. Helens 021A",249121.1038355,3471.13471428891,9756,3,26.706,9756,3,0.141,11340,4,0.125,9018,3,16.301,16332,5,1.578,1204,1,-0.534,24248,8,9.138,29397,9,27.667,10150,4,0.189,10834,4,0.199,10078,4,-0.155,18679,6,0.322,13611,5,-0.283,20618,7,-1.488,23336,8,0.671,7088,3,-0.113,17229,6,1415,209,808,398,813
"E01006891","Liverpool City Region","St. Helens 023C",2066028.947549,8763.53831340784,16772,6,17.249,16772,6,0.087,18309,6,0.108,11345,4,8.933,22937,7,0.846,5482,2,-0.098,18110,6,9.444,29126,9,12.971,21075,7,0.072,23659,8,0.123,17005,6,-0.965,29109,9,0.293,16808,6,-0.09,17240,6,-2.317,27134,9,-0.263,20554,7,0.019,14981,5,1437,228,762,447,774
"E01006892","Liverpool City Region","St. Helens 021B",307091.7984985,3874.64786507081,15118,5,19.143,15118,5,0.122,13443,5,0.122,9497,3,13.765,18361,6,0.461,9576,3,-0.36,21895,7,9.449,29119,9,21.343,14301,5,0.161,13017,4,0.131,16089,5,-0.115,17987,6,0.285,17734,6,-0.086,17165,6,-2.347,27241,9,0.426,10169,4,-0.272,19840,7,1392,196,793,403,792
"E01006893","Liverpool City Region","St. Helens 021C",285508.82038,4898.91078906695,11946,4,23.17,11946,4,0.143,11187,4,0.126,8932,3,17.146,15702,5,0.685,7028,3,-0.188,19464,6,5.56,31788,10,32.643,7383,3,0.194,10501,4,0.118,17609,6,-0.075,17347,6,0.322,13594,5,-0.814,28128,9,-1.515,23478,8,0.847,5187,2,-0.049,16100,5,1356,240,752,364,760.25
"E01006894","Liverpool City Region","St. Helens 021D",561588.1685855,4923.33626408593,15928,5,18.24,15928,5,0.1,16303,5,0.111,10834,4,14.785,17523,6,0.734,6543,2,-0.184,19394,6,10.428,28195,9,12.372,21640,7,0.14,14980,5,0.104,19480,6,0.027,15614,5,0.277,18651,6,0.044,14914,5,-2.756,28711,9,-0.147,18799,6,-0.246,19414,6,1372,177,626,569,637.75
"E01006895","Liverpool City Region","St. Helens 023D",589735.1404285,5509.48369463738,27132,9,7.938,27132,9,0.053,25388,8,0.066,19939,7,3.136,29579,10,0.176,13386,5,-0.811,27426,9,5.398,31855,10,9.256,24825,8,0.056,26290,9,0.059,27379,9,-1.451,31798,10,0.215,25727,8,-0.421,22843,7,-2.948,29322,9,-0.379,22264,7,-0.336,20960,7,1375,134,545,696,573.75
"E01006896","Liverpool City Region","St. Helens 020E",253064.7710595,3113.70275349866,12748,4,22.036,12748,4,0.096,17005,6,0.117,10008,4,16.143,16455,6,1.101,3519,2,-0.011,16852,6,12.925,25496,8,23.968,12445,4,0.114,17723,6,0.108,18859,6,-0.22,19719,7,0.327,13071,4,0.256,11437,4,-3.166,29896,10,0.484,9425,3,-0.056,16218,5,1467,175,756,536,795.5
"E01006897","Liverpool City Region","St. Helens 020F",1225087.4507335,8093.23057934486,10298,4,25.825,10298,4,0.115,14354,5,0.123,9327,3,25.019,10817,4,1.143,3217,1,0.596,7799,3,9.517,29060,9,21.871,13934,5,0.138,15223,5,0.12,17352,6,0.079,14784,5,0.385,7834,3,-0.145,18249,6,-1.922,25480,8,0.449,9889,4,-0.253,19532,6,1388,151,771,466,800
"E01006898","Liverpool City Region","St. Helens 022A",14532702.006311,20032.8949793828,4166,2,40.354,4166,2,0.188,7470,3,0.193,3497,2,37.296,6112,2,1.425,1765,1,1.191,2288,1,18.456,18541,6,21.895,13915,5,0.253,6728,3,0.173,12042,4,0.551,8201,3,0.438,4579,2,0.4,9277,3,-1.318,22489,7,-0.047,17204,6,0.712,6384,2,1588,202,818,568,819.5
"E01006899","Liverpool City Region","St. Helens 017D",1038507.8701495,5024.32921574644,5252,2,36.843,5252,2,0.212,5971,2,0.159,5826,2,42.621,4718,2,1.219,2771,1,0.826,5158,2,16.147,21486,7,22.697,13337,5,0.278,5449,2,0.218,8762,3,0.84,5083,2,0.44,4506,2,0.027,15209,5,-0.328,16959,6,0.472,9579,3,-0.198,18620,6,2265,584,1292,389,1277
"E01006900","Liverpool City Region","St. Helens 022B",1808713.3335215,8765.89338129961,15870,5,18.301,15870,5,0.119,13843,5,0.096,13230,5,19.222,14245,5,0.415,10129,4,-0.063,17579,6,18.25,18794,6,10.688,23333,8,0.182,11364,4,0.153,13804,5,0.195,12978,4,0.308,15093,5,0.557,7312,3,-2.792,28826,9,-0.344,21759,7,-0.169,18134,6,2780,634,1797,349,1775.75
"E01006901","Liverpool City Region","St. Helens 020G",279032.7448255,2798.9421527797,16794,6,17.226,16794,6,0.069,21762,7,0.096,13315,5,10.123,21697,7,0.696,6922,3,-0.05,17426,6,12.242,26303,9,30.433,8562,3,0.072,23526,8,0.073,24741,8,-0.593,25142,8,0.286,17525,6,0.216,12026,4,-3.294,30230,10,0.7,6781,3,0.145,12951,4,1248,184,751,313,763.5
"E01006903","Liverpool City Region","St. Helens 019C",389538.923137,4284.9972054294,1485,1,54.836,1485,1,0.316,1790,1,0.286,612,1,45.94,3964,2,2.075,275,1,0.502,9058,3,11.153,27460,9,19.752,15480,5,0.31,3974,2,0.342,3226,1,1.048,3384,2,0.432,4916,2,-0.852,28502,9,0.222,14081,5,0.272,12256,4,-0.1,16982,6,1465,309,800,356,817.25
"E01006904","Liverpool City Region","St. Helens 016G",245969.152903,2490.1403622204,8274,3,29.469,8274,3,0.174,8490,3,0.145,6992,3,33.668,7217,3,0.987,4323,2,0.177,13881,5,14.455,23707,8,21.814,13974,5,0.268,5945,2,0.137,15364,5,0.636,7202,3,0.392,7336,3,-0.052,16593,6,-0.539,18077,6,0.407,10436,4,-0.143,17706,6,1663,310,991,362,990.25
"E01006905","Liverpool City Region","St. Helens 019D",655884.6521955,4633.75065174429,1321,1,56.235,1321,1,0.326,1527,1,0.279,704,1,54.684,2449,1,1.969,386,1,0.785,5584,2,13.835,24430,8,10.301,23755,8,0.428,985,1,0.248,7022,3,1.07,3227,1,0.497,2177,1,-0.282,20612,7,-0.033,15371,5,-0.434,23027,8,-0.103,17040,6,1272,223,716,333,737
"E01006906","Liverpool City Region","St. Helens 019E",287170.953532,2644.52712925572,9654,3,26.894,9654,3,0.15,10529,4,0.132,8268,3,19.882,13842,5,1.08,3680,2,0.151,14291,5,9.92,28667,9,32.292,7571,3,0.187,10975,4,0.176,11786,4,0.108,14329,5,0.329,12886,4,-0.382,22252,7,-0.907,20174,7,0.894,4766,2,-0.269,19794,7,1642,329,982,331,982.25
"E01006907","Liverpool City Region","St. Helens 019F",210316.215605,3566.16641096016,4701,2,38.578,4701,2,0.205,6349,2,0.189,3767,2,27.312,9687,3,1.663,949,1,0.808,5319,2,7.078,30925,10,25.165,11674,4,0.255,6652,3,0.212,9199,3,0.36,10622,4,0.372,8890,3,-1.231,31175,10,-0.616,18502,6,0.543,8619,3,-0.07,16461,6,1487,240,860,387,851.5
"E01006908","Liverpool City Region","St. Helens 022C",144166.204938,1992.32573841728,854,1,60.768,854,1,0.385,544,1,0.308,380,1,51.657,2937,1,1.99,363,1,0.681,6721,3,12.817,25628,8,10.78,23230,8,0.522,218,1,0.31,4295,2,0.839,5088,2,0.508,1818,1,-0.426,22925,7,0.014,15124,5,-0.259,20506,7,-0.289,20174,7,1312,280,793,239,799
"E01006909","Liverpool City Region","St. Helens 022D",175212.354988,2400.68727472373,112,1,74.52,112,1,0.498,41,1,0.368,85,1,83.383,180,1,2.265,154,1,1.086,2904,1,12.873,25552,8,7.972,26205,8,0.558,112,1,0.457,1013,1,1.575,821,1,0.603,199,1,-0.915,29099,9,0.712,11812,4,-0.576,24864,8,-0.277,19929,7,1402,461,748,193,718.75
"E01006910","Liverpool City Region","St. Helens 022E",1269739.7902345,6567.05859203456,4268,2,39.965,4268,2,0.258,3668,2,0.199,3203,1,37.74,5980,2,1.358,2048,1,0.456,9668,3,10.513,28113,9,20.017,15280,5,0.333,3150,1,0.269,5956,2,0.715,6334,2,0.417,5720,2,-0.577,25182,8,-0.317,16900,6,0.368,10968,4,-0.304,20407,7,1850,396,1122,332,1105.25
"E01006911","Liverpool City Region","St. Helens 022F",483370.775532,4044.46476438358,16572,6,17.475,16572,6,0.062,23323,8,0.107,11482,4,17.707,15332,5,0.763,6249,2,0.225,13118,4,6.097,31481,10,14.678,19500,6,0.074,23293,8,0.062,26813,9,-0.523,24226,8,0.368,9200,3,-0.33,21391,7,-2.985,29433,9,-0.06,17423,6,-0.079,16611,6,1492,180,715,597,724.75
"E01006912","Liverpool City Region","St. Helens 019G",4035895.1750105,11421.1481837016,4013,2,40.867,4013,2,0.27,3232,1,0.196,3350,2,40.122,5335,2,1.179,2990,1,0.697,6540,2,17.617,19636,6,16.382,18071,6,0.343,2809,1,0.207,9524,3,0.974,3956,2,0.393,7280,3,0.188,12440,4,-0.556,18164,6,-0.655,25815,8,0.77,5884,2,1659,384,1038,237,1008.25
"E01006913","Liverpool City Region","St. Helens 019H",343670.406064,3946.36140598378,1976,1,51.363,1976,1,0.314,1834,1,0.261,1045,1,48.965,3433,2,1.401,1879,1,1.036,3253,1,17.218,20152,7,9.581,24497,8,0.444,773,1,0.209,9390,3,1.071,3217,1,0.453,3868,2,0.099,13961,5,-0.297,16786,6,-0.524,24208,8,-0.1,16964,6,1276,267,693,316,701.25
"E01006914","Liverpool City Region","St. Helens 007A",3626394.9231665,10953.1701341805,28905,9,6.471,28905,9,0.025,31554,10,0.051,24451,8,3.216,29490,9,0.132,14006,5,-0.309,21173,7,8.22,30151,10,10.83,23182,8,0.027,31084,10,0.038,31069,10,-0.945,28913,9,0.189,28099,9,-0.031,16196,5,-4.593,32156,10,-0.269,20655,7,-0.266,19751,7,1262,190,600,472,616.25
"E01006915","Liverpool City Region","St. Helens 007B",499410.2685035,4488.80433528201,6462,2,33.517,6462,2,0.202,6547,2,0.184,4041,2,18.535,14747,5,1.037,3948,2,0.878,4605,2,15.903,21804,7,18.007,16803,6,0.213,9178,3,0.256,6593,3,-0.141,18436,6,0.344,11281,4,-0.103,17477,6,0.022,15081,5,0.23,12877,4,-0.247,19439,6,1546,250,892,404,894.75
"E01006916","Liverpool City Region","St. Helens 007C",846563.0478275,5564.97215429388,9157,3,27.781,9157,3,0.129,12685,4,0.138,7615,3,9.412,22461,7,1.527,1370,1,0.23,13035,4,3.849,32421,10,34.965,6256,2,0.189,10808,4,0.126,16650,6,-0.521,24205,8,0.27,19397,6,-0.996,29773,10,-1.991,25802,8,0.957,4191,2,-0.136,17614,6,1609,272,942,395,961.75
"E01006917","Liverpool City Region","St. Helens 007D",387842.419654,3668.95953164891,29108,9,6.29,29108,9,0.035,29748,10,0.054,23487,8,2.299,30529,10,0.091,14648,5,-0.835,27635,9,7.63,30589,10,12.392,21626,7,0.033,30166,10,0.039,30875,10,-1.261,31008,10,0.185,28407,9,-0.087,17177,6,-4.388,31960,10,-0.106,18134,6,-0.327,20806,7,1726,326,922,478,930
"E01006918","Liverpool City Region","St. Helens 007E",339103.4520385,3537.03535835976,17375,6,16.599,17375,6,0.089,18006,6,0.09,14250,5,5.529,26688,9,0.746,6406,2,0.321,11628,4,6.173,31449,10,18.911,16110,5,0.113,17846,6,0.092,21320,7,-0.788,27501,9,0.229,24080,8,-0.395,22448,7,-2.506,27864,9,0.232,12840,4,-0.119,17328,6,1279,212,780,287,775.75
"E01006919","Liverpool City Region","St. Helens 007F",1285452.9809505,6845.03408335869,1944,1,51.547,1944,1,0.332,1379,1,0.243,1509,1,46.808,3798,2,1.557,1275,1,0.512,8917,3,26.259,9927,4,12.79,21239,7,0.433,914,1,0.303,4560,2,0.993,3821,2,0.45,4018,2,0.528,7657,3,0.335,13528,5,-0.224,19975,7,-0.059,16258,5,1550,419,883,248,869
"E01006920","Liverpool City Region","Sefton 011A",402378.63223,3395.41976344937,16917,6,17.079,16917,6,0.127,12868,4,0.093,13727,5,14.083,18095,6,0.3,11640,4,-0.244,20259,7,4.687,32141,10,22.621,13387,5,0.143,14646,5,0.161,13068,4,-0.185,19162,6,0.298,16178,5,-0.901,28951,9,-1.749,24641,8,0.607,7862,3,-0.817,27603,9,1642,290,859,493,860
"E01006921","Liverpool City Region","Sefton 012A",392869.659713,3562.51029923324,24212,8,10.243,24212,8,0.063,22946,7,0.081,15997,5,3.588,29025,9,0.2,13064,4,-0.24,20191,7,10.534,28096,9,4.865,29471,9,0.119,17186,6,0.049,29261,9,-1.165,30499,10,0.214,25775,8,0.122,13547,5,-3.86,31268,10,-0.596,25119,8,-1.006,29496,9,1338,175,550,613,558.25
"E01006922","Liverpool City Region","Sefton 012B",3912834.3712755,10300.2174600638,23931,8,10.46,23931,8,0.045,27345,9,0.078,16789,6,5.901,26268,8,-0.178,18810,6,0.511,8926,3,16.714,20799,7,2.013,32000,10,0.082,22052,7,0.03,32021,10,-0.584,25020,8,0.215,25614,8,0.504,7934,3,-3.433,30519,10,-1.372,31081,10,-0.86,28106,9,1402,137,628,637,654
"E01006923","Liverpool City Region","Sefton 012C",841867.378161,5777.89513077418,22130,7,12.032,22130,7,0.08,19523,6,0.104,11897,4,5.445,26785,9,0.12,14196,5,-1.468,31668,10,14.99,23036,8,5.083,29239,9,0.131,15890,5,0.062,26869,9,-0.461,23359,8,0.183,28560,9,0.422,9004,3,-3.97,31446,10,-0.594,25086,8,-0.921,28729,9,1478,173,593,712,623.25
"E01006924","Liverpool City Region","Sefton 011B",374789.2962625,2717.53946322941,3523,2,42.802,3523,2,0.297,2305,1,0.238,1661,1,32.203,7739,3,1.426,1760,1,0.143,14428,5,12.753,25697,8,8.199,25955,8,0.277,5488,2,0.363,2715,1,0.622,7398,3,0.381,8170,3,-0.116,17723,6,-0.825,19692,6,-0.233,20135,7,-1.003,29471,9,1476,321,728,427,734.25
"E01006925","Liverpool City Region","Sefton 011C",621053.3574745,5639.39267834661,8224,3,29.564,8224,3,0.209,6149,2,0.17,4981,2,31.744,7897,3,0.719,6687,3,-0.391,22327,7,12.075,26476,9,18.118,16722,6,0.241,7421,3,0.194,10379,4,0.736,6099,2,0.355,10301,4,0.034,15085,5,-1.727,24543,8,0.418,10281,4,-1.044,29796,10,1612,348,883,381,884.25
"E01006926","Liverpool City Region","Sefton 012D",831476.626341,5429.80156331671,31087,10,4.417,31087,10,0.032,30440,10,0.056,22612,7,1.863,31043,10,-0.333,21158,7,-1.278,30877,10,11.372,27249,9,2.64,31529,10,0.044,28458,9,0.028,32176,10,-1.154,30434,10,0.161,30080,10,0.199,12280,4,-4.403,31978,10,-0.947,28617,9,-1.136,30515,10,1658,178,693,787,734.25
"E01006927","Liverpool City Region","Sefton 011D",827707.8193945,5656.39292227812,18429,6,15.515,18429,6,0.108,15244,5,0.107,11398,4,12.362,19603,6,0.028,15575,5,0.01,16517,6,7.378,30756,10,11.907,22074,7,0.115,17632,6,0.146,14548,5,-0.177,19035,6,0.274,18985,6,-0.415,22762,7,-1.762,24705,8,0.051,15641,5,-1.037,29756,10,1726,277,855,594,862
"E01006928","Liverpool City Region","Sefton 009A",392617.9427595,3849.04740646882,25973,8,8.868,25973,8,0.076,20370,7,0.069,19169,6,1.512,31440,10,-0.054,16844,6,-0.835,27633,9,9.524,29051,9,12.641,21376,7,0.059,25799,8,0.104,19418,6,-1.43,31724,10,0.167,29762,10,-0.015,15950,5,-2.874,29100,9,0.103,14852,5,-1.056,29904,10,1503,245,788,470,781.25
"E01006929","Liverpool City Region","Sefton 010A",346085.600656,3199.77497207735,14028,5,20.387,14028,5,0.137,11750,4,0.097,13091,4,17.524,15442,5,0.603,7888,3,-0.384,22218,7,5.117,31990,10,32.234,7593,3,0.215,9069,3,0.158,13356,5,0.105,14381,5,0.301,15859,5,-0.444,23187,8,-3.055,29615,10,0.959,4180,2,-0.643,25457,8,1468,275,861,332,881.25
"E01006930","Liverpool City Region","Sefton 010B",258967.894692,3134.43660864597,14354,5,19.993,14354,5,0.148,10672,4,0.115,10279,4,20.001,13761,5,0.374,10665,4,-0.946,28661,9,4.026,32361,10,24.318,12216,4,0.128,16206,5,0.233,7892,3,0.071,14915,5,0.335,12245,4,-1.327,31583,10,-1.601,23940,8,0.689,6899,3,-0.882,28329,9,1443,302,765,376,771.25
"E01006931","Liverpool City Region","Sefton 010C",324602.349766,4536.63716328051,25804,8,8.997,25804,8,0.061,23588,8,0.057,22267,7,7.489,24495,8,0.169,13475,5,-0.615,25255,8,2.934,32613,10,15.278,18965,6,0.059,25763,8,0.101,19952,7,-0.586,25047,8,0.246,22230,7,-0.711,26961,9,-3.634,30891,10,0.257,12477,4,-1.033,29718,10,1517,278,820,419,820.75
"E01006932","Liverpool City Region","Sefton 010D",474062.3154335,3872.2867151223,29320,9,6.115,29320,9,0.041,28318,9,0.055,23200,8,2.268,30565,10,-0.072,17130,6,-0.561,24600,8,10.305,28327,9,7.811,26398,9,0.064,24956,8,0.042,30406,10,-1.209,30753,10,0.181,28721,9,0.13,13432,5,-4.615,32173,10,-0.305,21222,7,-0.846,27942,9,1443,226,783,434,807.75
"E01006933","Liverpool City Region","Sefton 010E",330165.093183,3082.15599003805,14406,5,19.937,14406,5,0.135,12015,4,0.109,11167,4,23.789,11444,4,0.529,8748,3,-0.575,24785,8,6.144,31462,10,19.049,16003,5,0.181,11406,4,0.143,14791,5,0.606,7562,3,0.29,17077,6,-0.532,24553,8,-1.936,25546,8,0.456,9781,3,-0.954,29028,9,1488,338,811,339,823.25
"E01006934","Liverpool City Region","Sefton 007A",304890.4680575,2488.84756777759,14838,5,19.481,14838,5,0.105,15562,5,0.104,11835,4,13.855,18287,6,0.331,11197,4,-0.07,17696,6,2.882,32622,10,39.799,4331,2,0.087,21274,7,0.121,17184,6,-0.013,16317,5,0.27,19389,6,-1.346,31659,10,-2.134,26427,9,1.127,2924,1,-0.148,17803,6,1565,278,893,394,894.25
"E01006935","Liverpool City Region","Sefton 009B",334704.6101735,3887.82158718701,19445,6,14.507,19445,6,0.089,18010,6,0.081,16173,5,5.351,26898,9,0.423,10027,4,-0.473,23399,8,6.567,31223,10,30.635,8444,3,0.057,26074,8,0.154,13779,5,-0.689,26382,9,0.217,25501,8,-0.497,24032,8,-1.851,25142,8,0.924,4470,2,-0.834,27799,9,1704,357,927,420,929.5
"E01006936","Liverpool City Region","Sefton 022A",1121080.766142,9493.65015899956,26161,8,8.707,26161,8,0.075,20550,7,0.058,21964,7,3.505,29124,9,0,16028,5,-0.248,20316,7,9.972,28633,9,7.297,26955,9,0.081,22082,7,0.091,21445,7,-0.881,28391,9,0.191,27895,9,0.003,15612,5,-2.712,28571,9,-0.359,21978,7,-0.842,27897,9,1521,162,696,663,729.25
"E01006937","Liverpool City Region","Sefton 022B",287559.0803455,3931.50862616121,28105,9,7.167,28105,9,0.035,29783,10,0.048,25500,8,2.141,30736,10,-0.236,19662,6,-0.362,21925,7,11.772,26806,9,26.643,10780,4,0.032,30447,10,0.037,31109,10,-1.239,30892,10,0.179,28915,9,0.204,12206,4,-3.728,31053,10,0.745,6302,2,-0.589,24740,8,1306,257,686,363,699.5
"E01006938","Liverpool City Region","Sefton 022C",1967296.9585235,7950.27577769022,22293,7,11.889,22293,7,0.059,23933,8,0.072,18371,6,6.025,26135,8,0.034,15486,5,-0.341,21616,7,27.456,8868,3,10.722,23294,8,0.045,28271,9,0.079,23452,8,-0.896,28530,9,0.246,22212,7,1.1,2935,1,-3.128,29800,10,-0.068,17540,6,-0.829,27746,9,1233,151,534,548,549
"E01006939","Liverpool City Region","Sefton 022D",225632.896158,2938.66838452798,18883,6,15.042,18883,6,0.092,17528,6,0.087,14765,5,3.441,29203,9,0.128,14070,5,-0.333,21498,7,2.225,32731,10,38.497,4807,2,0.055,26458,9,0.164,12758,4,-0.992,29318,9,0.2,27164,9,-1.335,31620,10,-2.559,28039,9,1.13,2905,1,-0.364,21427,7,1442,264,811,367,819.25
"E01006940","Liverpool City Region","Sefton 022E",422642.7074625,3703.35938430616,22689,7,11.557,22689,7,0.074,20669,7,0.066,19913,7,1.751,31163,10,0.034,15488,5,-0.499,23785,8,11.277,27340,9,32.908,7252,3,0.035,29913,10,0.128,16421,5,-1.534,32057,10,0.18,28839,9,0.015,15416,5,-1.987,25780,8,0.959,4184,2,-0.483,23239,8,1464,201,765,498,780.25
"E01006941","Liverpool City Region","Sefton 028A",291741.5121695,3762.78956087823,19119,6,14.802,19119,6,0.084,18817,6,0.087,14763,5,7.539,24437,8,0.22,12772,4,-0.28,20753,7,7.067,30930,10,32.248,7588,3,0.08,22294,7,0.114,18031,6,-0.583,25003,8,0.246,22172,7,-0.488,23889,8,-1.655,24196,8,0.883,4880,2,-0.224,19047,6,1593,240,855,498,879.25
